iso3,adm_1,code_id,events,deaths,lat,lon,conflicts,share
AGO,Moxico province,4,1,0,-11.266667,22.716667,Government of Angola - Civilians,0.0
AGO,Moxico province,5,5,44,-12.0266664,20.0333336,UNITA - Civilians,0.05372405372405373
AGO,Namibe province,1,8,96,-14.982847,12.6231945,Angola: Government,1.0
AGO,Uige province,1,77,838,-7.303768090909091,15.475202844155845,Angola: Government,0.932146829810901
AGO,Uige province,4,3,2,-7.055555333333333,15.833333333333334,Government of Angola - Civilians,0.002224694104560623
AGO,Uige province,5,16,59,-7.4822918125,15.4333334375,UNITA - Civilians,0.06562847608453838
AGO,Zaire province,1,23,133,-6.371082695652174,13.18850452173913,Angola: Cabinda; Angola: Government,0.9637681159420289
AGO,Zaire province,4,1,3,-6.133333,12.366667,Government of Angola - Civilians,0.021739130434782608
AGO,Zaire province,5,2,2,-7.0,13.833333,UNITA - Civilians,0.014492753623188406
ALB,Kukës county,1,10,26,42.3441945,20.1620223,Serbia (Yugoslavia): Kosovo,1.0
ARE,Abu Dhabi emirate,1,1,3,24.43297,54.65114,Yemen (North Yemen): Government,1.0
ARE,Dubay emirate,1,1,1,25.258172,55.304717,Israel: Palestine,1.0
ARG,Buenos Aires province,1,1,0,-34.603333,-58.381667,Israel: Southern Lebanon,0.0
ARG,Buenos Aires province,5,1,86,-34.603333,-58.381667,Hezbollah - Civilians,1.0
ARG,Santa Fe province,5,197,209,-32.9623186142132,-60.64360281725888,Los Monos - Civilians,1.0
ARM,Ararat province,1,5,6,39.745716,44.824667,Azerbaijan: Artsakh (Nagorno-Karabakh),1.0
ARM,Geghark’unik’ province,1,20,76,40.23812065,45.6104184,Azerbaijan: Artsakh (Nagorno-Karabakh),1.0
ARM,Gorisskiy rayon,1,2,8,39.523815,46.431895,Azerbaijan: Artsakh (Nagorno-Karabakh),1.0
ARM,Idzhevan rayon,1,2,16,40.83333,45.0,Azerbaijan: Artsakh (Nagorno-Karabakh),1.0
ARM,Kapan rayon,1,3,36,39.20755,46.40576000000001,Azerbaijan: Artsakh (Nagorno-Karabakh),1.0
ARM,Krasnosel'skiy rayon,1,3,63,40.58333,45.25,Azerbaijan: Artsakh (Nagorno-Karabakh),1.0
ARM,Noyemberyan rayon,1,2,2,41.18585,44.999835000000004,Azerbaijan: Artsakh (Nagorno-Karabakh),1.0
ARM,Shamshadin rayon,1,4,5,40.9191725,45.443167,Azerbaijan: Artsakh (Nagorno-Karabakh),1.0
ARM,Shirak province,4,1,7,40.789444,43.8475,Government of Russia (Soviet Union) - Civilians,1.0
ARM,Syunik province,1,7,61,39.25310214285714,46.38335085714285,Azerbaijan: Artsakh (Nagorno-Karabakh),1.0
ARM,Tavush province,1,19,28,40.97991121052631,45.206934157894736,Azerbaijan: Artsakh (Nagorno-Karabakh),1.0
ARM,Vardenis rayon,1,1,6,40.183289,45.73053,Azerbaijan: Artsakh (Nagorno-Karabakh),1.0
ARM,Vayots’ Dzor province,1,2,50,39.634735,45.4499735,Azerbaijan: Artsakh (Nagorno-Karabakh),1.0
AUS,Victoria state,1,1,1,-37.813611,144.963056,Iraq: Government,0.5
AUS,Victoria state,5,1,1,-37.813611,144.963056,IS - Civilians,0.5
AUT,Vienna bundesland,5,1,4,48.208285,16.373724,IS - Civilians,1.0
AZE,Agdam rayon,1,73,875,40.00802010958905,46.999108095890406,Azerbaijan: Artsakh (Nagorno-Karabakh),1.0
AZE,Aghjabedi rayon,1,1,1,40.0,47.416667,Azerbaijan: Artsakh (Nagorno-Karabakh),1.0
AZE,Aghstafa rayon,1,2,6,41.117129,45.452469,Azerbaijan: Artsakh (Nagorno-Karabakh); Azerbaijan: Government,1.0
AZE,Babek rayon,1,1,0,39.5245,45.3625,Azerbaijan: Artsakh (Nagorno-Karabakh),0.0
AZE,Baku city municipality,1,4,44,40.37767,49.89201,Azerbaijan: Government,1.0
AZE,Barda rayon,1,6,74,40.36856733333333,47.15537700000001,Azerbaijan: Artsakh (Nagorno-Karabakh),1.0
AZE,Beilagan rayon,1,5,205,39.77052,47.6474166,Azerbaijan: Artsakh (Nagorno-Karabakh),1.0
AZE,Dashkesan rayon,1,2,50,40.41667,46.0,Azerbaijan: Artsakh (Nagorno-Karabakh),1.0
AZE,Fizuli rayon,1,39,285,39.568094076923074,47.25009482051282,Azerbaijan: Artsakh (Nagorno-Karabakh),1.0
AZE,Gadabey rayon,1,6,32,40.54655,45.618132333333335,Azerbaijan: Artsakh (Nagorno-Karabakh),1.0
AZE,Ganja city municipality,1,4,68,40.74108,46.299759,Azerbaijan: Government,1.0
AZE,Ganja city municpality,1,3,32,40.73889,46.32,Azerbaijan: Artsakh (Nagorno-Karabakh),1.0
AZE,Gazakh rayon,1,15,48,41.1877012,45.11176386666667,Azerbaijan: Artsakh (Nagorno-Karabakh),1.0
AZE,Geranboy rayon,1,19,65,40.50563221052632,46.706137368421054,Azerbaijan: Artsakh (Nagorno-Karabakh),1.0
AZE,Goygol rayon,1,2,3,40.5,46.33333,Azerbaijan: Artsakh (Nagorno-Karabakh),1.0
AZE,Gubadly rayon,1,4,20,39.363023999999996,46.556242499999996,Azerbaijan: Artsakh (Nagorno-Karabakh),1.0
